"dt","brand","models","source","average_daily_price"
"2023-10-11","Last Resort","Resort AB VM002 Suede ","CCS.com",89.95
"2023-10-15","New","Balance 306 Foy ","CCS.com",89.95
"2023-10-18","Globe","Gillette Mid ","CCS.com",129.95
"2023-10-15","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-04","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-03","Adidas","Samba ADV ","Tactics.com",99.95
"2023-10-14","Adidas","PUIG Indoor ","Tactics.com",79.95
"2023-10-19","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-26","Converse","One Star Pro ","Tactics.com",74.95
"2023-10-05","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-14","Last Resort","Resort AB VM003 Suede Lo ","CCS.com",89.95
"2023-10-17","Saucony","Jazz Court ","CCS.com",70.0
"2023-10-10","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-18","Globe","Mahalo ","CCS.com",84.95
"2023-10-06","New","Balance 580 ","CCS.com",91.0
"2023-10-20","Converse","Ctas Pro Mid ","CCS.com",74.95
"2023-10-04","Adidas","Busenitz Vulc II ","Tactics.com",74.95
"2023-10-24","Nike SB","SB Zoom Janoski OG Plus ","CCS.com",94.95
"2023-10-01","Emerica","The Low Vulc ","CCS.com",69.95
"2023-10-09","Last Resort","Resort AB VM003 Suede Hi ","CCS.com",99.95
"2023-10-01","Vans","Skate Half Cab '92 Shoes","Tactics.com",94.95
"2023-09-30","Converse","One Star Pro Shaggy Suede ","CCS.com",74.95
"2023-10-26","Thirtytwo","Digger Boots","Tactics.com",174.95
"2023-10-08","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-06","Lakai","Trudger ","Tactics.com",89.95
"2023-10-04","Last Resort","CM001 - Low Top ","Tactics.com",94.95
"2023-10-11","Last Resort","Resort AB VM003 Suede Hi ","CCS.com",99.95
"2023-10-02","Nike SB","SB Zoom Pogo Plus Prm ","CCS.com",94.95
"2023-10-27","New","Balance 508 Westgate ","CCS.com",79.95
"2023-10-15","New","Balance 417 Villani ","CCS.com",89.95
"2023-10-10","Vans","Skate Half Cab '92 Shoes","Tactics.com",94.95
"2023-10-08","Nike SB","Leo ","Tactics.com",94.95
"2023-10-23","Converse","Chuck Taylor All Star Pro Mid ","CCS.com",52.5
"2023-10-07","Saucony","Shadow 5000 ","CCS.com",129.95
"2023-10-08","Vans","Skate Half Cab ","CCS.com",84.95
"2023-10-11","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-07","C1rca","Buckler Sk ","CCS.com",69.95
"2023-09-30","New","Balance 1010 Tiago ","CCS.com",77.0
"2023-09-30","Vans","Skate Half Cab '92 Shoes","Tactics.com",94.95
"2023-10-18","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-08","Vans","Wayvee ","CCS.com",94.95
"2023-10-28","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-12","New","Balance 417 Villani ","CCS.com",89.95
"2023-10-21","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-12","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-16","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-06","New","Balance 508 Westgate ","CCS.com",79.95
"2023-10-07","Converse","Chuck Taylor All Star Pro ","Tactics.com",74.95
"2023-10-04","New Balance","Numeric 808 Tiago Lemos ","Tactics.com",109.95
"2023-10-17","Saucony","Shadow 5000 ","CCS.com",129.95
"2023-10-13","Vans","Skate Sk8-Hi Shoes","Tactics.com",79.95
"2023-10-01","Lakai","Trudger ","Tactics.com",94.95
"2023-10-20","Opus","Court Hi ","CCS.com",69.95
"2023-10-25","Last Resort","VM001 - Suede Low Top ","Tactics.com",89.95
"2023-10-06","Etnies","MC Rap Hi ","Tactics.com",94.95
"2023-10-09","Nike SB","BRSB Eco ","Tactics.com",84.95
"2023-10-25","eS","Accel OG ","Tactics.com",89.95
"2023-10-03","Vans","Skate Grosso Mid ","CCS.com",84.95
"2023-10-16","Converse","Chuck 70 Hi ","CCS.com",89.95
"2023-10-28","Converse","Chuck Taylor All Star Pro High ","Tactics.com",79.95
"2023-10-03","eS","Penny 2 ","CCS.com",99.95
"2023-10-28","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-10-02","Converse","Chuck 70 Hi ","CCS.com",89.95
"2023-10-12","Lakai","Telford Low ","Tactics.com",87.95
"2023-10-13","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-04","Nike SB","SB Zoom Blazer Mid ","CCS.com",89.95
"2023-10-04","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com",84.95
"2023-10-24","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-23","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-21","Opus","Standard Mid ","CCS.com",74.95
"2023-10-17","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-17","Emerica","KSL G6 ","Tactics.com",94.95
"2023-10-10","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com",84.95
"2023-10-26","Opus","Court side Hi ","CCS.com",69.95
"2023-10-18","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-12","Last Resort","Resort AB VM002 Suede ","CCS.com",89.95
"2023-10-15","Adidas","Stan Smith ADV ","Tactics.com",94.95
"2023-10-16","Converse","One Star CC Slip-On Shoes","Tactics.com",64.95
"2023-10-27","Saucony","Shadow 6000 ","CCS.com",139.95
"2023-10-06","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-22","Opus","Honey Slip ","CCS.com",64.95
"2023-10-08","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-09","eS","x Chomp On Kicks Tribo x Vireo ","CCS.com",119.95
"2023-10-22","DC","Metric S x Will ","CCS.com",109.95
"2023-10-02","Lakai","Cambridge ","Tactics.com",76.95
"2023-10-21","New","Balance 1010 Tiago ","CCS.com",109.95
"2023-10-17","eS","x Chomp On Kicks Tribo x Vireo ","CCS.com",119.95
"2023-10-22","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-10-18","Vans","Skate Half Cab ","CCS.com",84.95
"2023-10-16","eS","Accel Slim Mid ","CCS.com",94.95
"2023-10-05","Last Resort","VM003 - Suede Low Top ","Tactics.com",89.95
"2023-10-13","New","Balance 417 Franky Halloween ","CCS.com",94.95
"2023-09-30","DC","Kalis Lite ","CCS.com",79.95
"2023-10-28","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-01","Nike SB","SB Zoom Blazer Mid ","CCS.com",89.95
"2023-10-10","Converse","Chuck Taylor All Star Pro High ","Tactics.com",79.95
"2023-10-01","Saucony","Shadow 6000 ","CCS.com",119.95
"2023-10-02","Last Resort","VM003 - Suede Low Top ","Tactics.com",89.95
"2023-10-02","Nike SB","SB React Leo ","CCS.com",94.95
"2023-10-05","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-10-09","eS","Muska ","CCS.com",149.95
"2023-10-27","Converse","One Star Pro Ox ","CCS.com",74.95
"2023-10-03","Emerica","Provost G6 ","Tactics.com",84.95
"2023-10-17","Vans","Crockett High Decon ","CCS.com",89.95
"2023-10-04","Converse","AS","CCS.com",79.95
"2023-10-25","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-22","Opus","Court side Hi ","CCS.com",69.95
"2023-10-19","Converse","One Star Pro Ox ","CCS.com",74.95
"2023-10-09","eS","The Muska ","Tactics.com",149.95
"2023-10-13","Saucony","Jazz Court ","CCS.com",70.0
"2023-10-10","Saucony","Shadow 6000 ","CCS.com",111.98
"2023-10-13","Globe","Mahalo ","CCS.com",84.95
"2023-10-12","Adidas","PUIG Indoor ","Tactics.com",79.95
"2023-10-09","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-07","Nike SB","SB Zoom Blazer Mid ","CCS.com",89.95
"2023-10-17","New Balance","Numeric 808 Tiago Lemos ","Tactics.com",109.95
"2023-10-03","Nike SB","SB Zoom Blazer Mid Prm ","CCS.com",84.98
"2023-10-19","Vans","Skate Authentic ","CCS.com",79.95
"2023-10-19","eS","x Chomp On Kicks Tribo x Vireo ","CCS.com",119.95
"2023-10-16","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-08","Converse","One Star CC Slip-On Shoes","Tactics.com",64.95
"2023-10-28","C1rca","Buckler SK ","CCS.com",69.95
"2023-10-13","Lakai","Trudger ","Tactics.com",94.95
"2023-10-24","New","Balance Numeric 480 ","CCS.com",99.95
"2023-10-28","Nike SB","Zoom Blazer Mid ","Tactics.com",89.95
"2023-10-06","Vans","Crockett High Decon ","CCS.com",89.95
"2023-10-13","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-14","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-19","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-09","Last Resort","Resort AB VM004 Milic Suede ","CCS.com",94.95
"2023-10-05","Saucony","Shadow 6000 ","CCS.com",84.0
"2023-10-09","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-03","Nike SB","SB Zoom Nyjah 3 ","CCS.com",77.0
"2023-10-23","New","Balance 508 Westgate ","CCS.com",79.95
"2023-10-23","New","Balance 417 Villani ","CCS.com",89.95
"2023-10-06","Adidas","Tyshawn Low ","CCS.com",84.95
"2023-10-01","Hours","Is Yours C71 ","CCS.com",84.95
"2023-10-23","Adidas","Forum 84 Low ADV ","CCS.com",109.95
"2023-10-18","Vans","Crockett High Decon ","CCS.com",89.95
"2023-10-08","eS","Penny 2 ","CCS.com",99.95
"2023-10-01","Vans","Zahba Mid ","CCS.com",77.0
"2023-10-01","New Balance","Numeric 1010 Tiago Lemos ","Tactics.com",109.95
"2023-10-07","eS","Accel OG ","Tactics.com",89.95
"2023-10-04","Adidas","Busenitz ","CCS.com",84.95
"2023-10-04","Vans","Wayvee ","CCS.com",94.95
"2023-09-30","eS","Muska ","CCS.com",149.95
"2023-10-09","Etnies","Windrow ","Tactics.com",79.95
"2023-10-17","Emerica","Dickson G6 ","Tactics.com",79.95
"2023-10-06","Last Resort","VM004 - Milic ","Tactics.com",94.95
"2023-10-24","eS","Accel OG ","Tactics.com",89.95
"2023-10-13","Adidas","Adimatic Mid x Maite ","CCS.com",131.95
"2023-10-03","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-26","Adidas","Busenitz Pro ","Tactics.com",84.95
"2023-10-21","Nike SB","SB Leo React ","CCS.com",94.95
"2023-10-15","Nike SB","Zoom Blazer Mid ","Tactics.com",89.95
"2023-10-08","New","Balance 997H ","CCS.com",89.95
"2023-10-07","Adidas","Nora ","CCS.com",79.95
"2023-10-11","New","Balance Numeric 480 ","CCS.com",99.95
"2023-10-08","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-09","New","Balance 417 Villani ","CCS.com",89.95
"2023-10-28","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-01","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-01","Vans","Half Cab GORE-TEX MTE-3 Boots","Tactics.com",169.95
"2023-09-30","Last Resort","VM001 - Suede Low Top ","Tactics.com",99.95
"2023-10-17","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-23","Vans","Rowan 2 Pro ","Tactics.com",109.95
"2023-10-04","Vans","Skate Old Skool Shoes","Tactics.com",74.95
"2023-10-20","Lakai","Trudger ","Tactics.com",94.95
"2023-10-17","C1rca","Buckler Sk ","CCS.com",69.95
"2023-10-09","Last Resort","VM003 - Suede High Top ","Tactics.com",99.95
"2023-10-15","Nike SB","Ishod Wair ","Tactics.com",0.0
"2023-10-08","Saucony","Shadow 6000 ","CCS.com",111.98
"2023-10-26","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-22","Nike SB","Leo ","Tactics.com",94.95
"2023-10-02","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-02","Rainbow Sandals","Kids Grombow Sandals","Tactics.com",0.0
"2023-10-13","New","Balance 22 ","CCS.com",84.95
"2023-10-01","eS","Penny 2 ","Tactics.com",0.0
"2023-10-26","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-17","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-27","Adidas","Nora ","Tactics.com",79.95
"2023-10-16","eS","Accel OG ","Tactics.com",89.95
"2023-10-21","DC","JS 1 ","CCS.com",139.95
"2023-10-19","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-19","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-06","Converse","Ctas Pro Mid ","CCS.com",74.95
"2023-10-01","Adidas","Busenitz ","CCS.com",84.95
"2023-10-04","Lakai","Trudger ","Tactics.com",94.95
"2023-10-27","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com",84.95
"2023-10-24","eS","The Muska ","Tactics.com",149.95
"2023-10-21","Lakai","x Pacifico Telford ","CCS.com",99.95
"2023-10-28","Last Resort","Resort AB x Spitfire VM001 Suede ","CCS.com",89.95
"2023-10-26","Adidas","Nora ","Tactics.com",79.95
"2023-10-25","New Balance","Numeric 1010 Tiago Lemos ","Tactics.com",109.95
"2023-10-18","Vans","Wayvee ","CCS.com",94.95
"2023-10-21","Lakai","Terrace ","Tactics.com",86.95
"2023-10-23","Lakai","x Pacifico Telford ","CCS.com",99.95
"2023-10-23","Etnies","JOSL1N ","Tactics.com",109.95
"2023-10-13","Lakai","Terrace ","Tactics.com",86.95
"2023-10-06","Converse","One Star Pro Ox ","CCS.com",74.95
"2023-10-06","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-02","eS","The Muska ","Tactics.com",149.95
"2023-10-07","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-22","New","Balance Numeric 480 ","CCS.com",99.95
"2023-10-05","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-05","Globe","Gillette Mid ","CCS.com",129.95
"2023-10-21","DC","Metric S x Will ","CCS.com",109.95
"2023-10-15","Saucony","Shadow 5000 ","CCS.com",129.95
"2023-10-13","New Balance","Numeric 417 Franky Villani ","Tactics.com",89.95
"2023-10-06","New","Balance 808 Tiago ","CCS.com",77.0
"2023-10-23","Saucony","Shadow 5000 ","CCS.com",129.95
"2023-10-11","Converse","AS","CCS.com",79.95
"2023-10-27","Globe","Mahalo Plus ","CCS.com",89.95
"2023-10-02","Osiris","D3 Og ","CCS.com",95.95
"2023-10-16","Emerica","Dickson G6 ","Tactics.com",79.95
"2023-10-05","Lakai","Trudger ","Tactics.com",94.95
"2023-10-10","Nike SB","Leo ","Tactics.com",94.95
"2023-10-15","Last Resort","VM001 - Suede High Top ","Tactics.com",94.95
"2023-10-16","Last Resort","Resort AB VM002 Suede ","CCS.com",89.95
"2023-10-28","DC","Metric S x Will ","CCS.com",109.95
"2023-10-22","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-05","New","Balance 306 Foy ","CCS.com",89.95
"2023-10-15","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-15","Adidas","Adimatic Mid x Maite ","CCS.com",131.95
"2023-10-13","New Balance","Numeric 808 Tiago Lemos ","Tactics.com",109.95
"2023-10-18","Converse","Chuck 70 Hi ","CCS.com",89.95
"2023-10-06","Nike SB","Ishod Wair PRM ","Tactics.com",0.0
"2023-10-04","eS","The Muska ","Tactics.com",149.95
"2023-10-28","Last Resort","VM001 - Suede High Top ","Tactics.com",99.95
"2023-10-06","Rainbow Sandals","The Rastafarian Sandals","Tactics.com",0.0
"2023-10-19","Emerica","Wino G6 Slip-On Shoes","Tactics.com",74.95
"2023-10-04","Converse","Ctas Pro Hi ","CCS.com",74.95
"2023-10-19","Vans","Skate Half Cab '92 Shoes","Tactics.com",94.95
"2023-10-17","DAKINE","Friendly Foam Vanish Sandals","Tactics.com",0.0
"2023-10-19","N/A","Previous","Tactics.com",0.0
"2023-10-15","Converse","Chuck Taylor All Star Pro High ","Tactics.com",79.95
"2023-10-18","C1rca","AL 50 Slim ","CCS.com",69.95
"2023-10-14","Vans","Skate Sk8-Hi Shoes","Tactics.com",79.95
"2023-10-10","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-27","C1rca","AL 50 ","CCS.com",69.95
"2023-10-11","Emerica","KSL G6 ","Tactics.com",94.95
"2023-10-13","Vans","Skate Half Cab ","CCS.com",84.95
"2023-10-14","Vans","Skate Half Cab ","CCS.com",84.95
"2023-10-04","Converse","Chuck Taylor All Star Pro High ","Tactics.com",79.95
"2023-10-05","Last Resort","VM003 - Suede High Top ","Tactics.com",99.95
"2023-10-05","New","Balance 417 Franky Halloween ","CCS.com",94.95
"2023-10-20","eS","The Muska ","Tactics.com",149.95
"2023-10-25","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-17","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-03","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-13","Vans","Crockett High Decon ","CCS.com",89.95
"2023-10-09","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-18","New","Balance 440 Hi ","CCS.com",63.0
"2023-10-19","Etnies","MC Rap Hi ","Tactics.com",94.95
"2023-10-03","Nike SB","BRSB Eco ","Tactics.com",84.95
"2023-10-06","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com",84.95
"2023-10-04","New","Balance 417 Franky Halloween ","CCS.com",94.95
"2023-10-27","Converse","Chuck Taylor All Star Pro Mid ","CCS.com",52.5
"2023-10-20","Converse","Louie Lopez Pro Mid ","CCS.com",71.96
"2023-10-06","Vans","Ultrarange EXO Hi GORE-TEX BOA MTE-3 Boots","Tactics.com",229.95
"2023-10-17","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-09","New","Balance 417 Franky Halloween ","CCS.com",94.95
"2023-09-30","Vans","Wayvee ","CCS.com",94.95
"2023-10-05","eS","The Muska ","Tactics.com",149.95
"2023-10-09","Adidas","Nora ","CCS.com",79.95
"2023-10-09","Saucony","Shadow 6000 ","CCS.com",111.98
"2023-10-06","Last Resort","VM001 - Suede High Top ","Tactics.com",94.95
"2023-10-20","Adidas","Samba ADV ","Tactics.com",99.95
"2023-10-18","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-22","Nike SB","SB Leo React ","CCS.com",94.95
"2023-10-12","Vans","Skate Old Skool Shoes","Tactics.com",74.95
"2023-10-04","Converse","Louie Lopez Pro Mid ","Tactics.com",79.95
"2023-10-17","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-14","Vans","Crockett High Decon ","CCS.com",89.95
"2023-10-14","N/A","Previous","Tactics.com",0.0
"2023-10-14","New","Balance 808 Tiago ","CCS.com",77.0
"2023-10-13","Emerica","Provost G6 ","Tactics.com",84.95
"2023-10-02","Adidas","Samba ADV ","Tactics.com",99.95
"2023-10-22","Converse","One Star Pro Ox ","CCS.com",74.95
"2023-10-19","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-15","New","Balance 808 Tiago ","CCS.com",77.0
"2023-10-08","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-26","Etnies","Windrow ","Tactics.com",79.95
"2023-10-26","Last Resort","VM003 - Suede High Top ","Tactics.com",99.95
"2023-10-24","Converse","AS","CCS.com",79.95
"2023-10-13","eS","Penny 2 ","CCS.com",99.95
"2023-10-15","Vans","Crockett High Decon ","CCS.com",89.95
"2023-10-13","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-01","Globe","Mahalo ","CCS.com",84.95
"2023-10-26","Nike SB","SB Zoom Blazer Mid ","CCS.com",89.95
"2023-10-24","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-20","Last Resort","VM001 - Suede High Top ","Tactics.com",99.95
"2023-10-20","Etnies","Windrow ","Tactics.com",79.95
"2023-10-02","Last Resort","VM003 - Suede High Top ","Tactics.com",99.95
"2023-10-11","Nike SB","Leo ","Tactics.com",94.95
"2023-10-28","C1rca","Tave TT ","CCS.com",79.95
"2023-10-14","Lakai","Terrace ","Tactics.com",86.95
"2023-10-05","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-27","Adidas","Samba ADV ","Tactics.com",99.95
"2023-10-01","Converse","Fastbreak Pro ","Tactics.com",79.95
"2023-10-27","Adidas","Superstar ADV ","Tactics.com",99.95
"2023-10-17","eS","Penny 2 ","CCS.com",99.95
"2023-10-27","Lakai","x Pacifico Telford ","CCS.com",99.95
"2023-10-24","Lakai","Cambridge ","Tactics.com",76.95
"2023-10-02","Nike SB","SB Blazer Low Pro GT Prm ","CCS.com",89.95
"2023-10-27","Emerica","Wino G6 Slip-On Shoes","Tactics.com",74.95
"2023-10-26","DC","JS 1 ","CCS.com",139.95
"2023-10-23","Opus","Court side Hi ","CCS.com",69.95
"2023-10-11","Converse","Chuck 70 Ox ","CCS.com",84.95
"2023-10-06","Etnies","JOSL1N ","Tactics.com",109.95
"2023-10-02","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-04","Vans","Rowan ","CCS.com",84.95
"2023-10-07","Last Resort","VM001 - Suede High Top ","Tactics.com",94.95
"2023-10-19","Adidas","Nora ","CCS.com",79.95
"2023-10-25","Adidas","Nora ","Tactics.com",79.95
"2023-10-20","New Balance","Numeric 306 Jamie Foy ","Tactics.com",92.45
"2023-10-24","C1rca","805 ","CCS.com",79.95
"2023-10-02","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-10","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-23","Lakai","Terrace ","Tactics.com",84.95
"2023-10-24","Converse","One Star Pro Ox ","CCS.com",74.95
"2023-10-27","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-15","Emerica","OG","CCS.com",94.95
"2023-10-07","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-19","Etnies","Marana Michelin ","Tactics.com",104.95
"2023-10-25","Adidas","Busenitz ","CCS.com",84.95
"2023-10-22","New","Balance 306 Foy ","CCS.com",89.95
"2023-10-21","Nike SB","Zoom Blazer Mid ","Tactics.com",89.95
"2023-10-27","DC","Manual Hi ","Tactics.com",0.0
"2023-10-15","Saucony","Shadow 6000 ","CCS.com",111.98
"2023-10-14","Converse","One Star CC Slip-On Shoes","Tactics.com",64.95
"2023-10-25","DC","Metric S x Will ","CCS.com",109.95
"2023-10-24","Lakai","x Pacifico Owen Vlk ","CCS.com",64.95
"2023-10-18","Nike SB","SB Zoom Janoski OG+ ","CCS.com",94.95
"2023-10-12","Lakai","Essex ","Tactics.com",74.95
"2023-10-22","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-18","Footprint","Liberty ","Tactics.com",0.0
"2023-10-19","Lakai","Telford Low ","Tactics.com",87.95
"2023-10-15","eS","The Muska ","Tactics.com",149.95
"2023-10-20","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-24","Adidas","Tyshawn ","CCS.com",89.95
"2023-10-10","Last Resort","VM003 - Suede High Top ","Tactics.com",99.95
"2023-09-30","Nike SB","Zoom Blazer Mid ","Tactics.com",89.95
"2023-10-15","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-15","Adidas","Busenitz ","CCS.com",84.95
"2023-10-10","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com",84.95
"2023-10-09","Lakai","Telford Low ","Tactics.com",84.95
"2023-10-11","eS","Muska ","CCS.com",149.95
"2023-10-26","C1rca","Tave TT ","CCS.com",79.95
"2023-10-15","Vans","Wayvee ","CCS.com",94.95
"2023-10-25","Converse","Ctas Pro Mid ","CCS.com",74.95
"2023-10-14","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com",84.95
"2023-10-20","Adidas","Nora ","CCS.com",79.95
"2023-10-05","eS","Accel Slim Mid ","CCS.com",94.95
"2023-10-21","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com",84.95
"2023-10-02","Last Resort","VM001 - Suede Low Top ","Tactics.com",89.95
"2023-10-13","Adidas","Nora ","CCS.com",67.98
"2023-10-05","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com",84.95
"2023-10-28","Converse","Chuck Taylor All Star Pro Mid ","CCS.com",52.5
"2023-10-18","New","Balance 508 Westgate ","CCS.com",79.95
"2023-10-18","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com",84.95
"2023-10-23","Nike SB","Leo ","Tactics.com",94.95
"2023-10-26","Opus","Standard Mid ","CCS.com",74.95
"2023-10-25","Adidas","Samba ADV ","CCS.com",99.95
"2023-10-05","Converse","Louie Lopez Pro Mid ","CCS.com",71.96
"2023-10-19","Adidas","Adimatic Mid x Maite ","CCS.com",131.95
"2023-10-20","Last Resort","Resort AB VM003 Suede Lo ","CCS.com",89.95
"2023-10-16","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-15","DAKINE","Kiawe Sandals","Tactics.com",0.0
"2023-10-14","eS","Accel Slim Mid ","CCS.com",94.95
"2023-10-06","Lakai","Essex ","Tactics.com",74.95
"2023-10-05","Emerica","Wino G6 Cup Slip-On Shoes","Tactics.com",84.95
"2023-10-11","DAKINE","Friendly Foam Comfy Sandals","Tactics.com",0.0
"2023-10-21","Emerica","Provost G6 ","Tactics.com",84.95
"2023-10-21","C1rca","805 ","CCS.com",79.95
"2023-10-23","C1rca","Tave TT ","CCS.com",79.95
"2023-10-15","eS","x Chomp On Kicks Tribo x Vireo ","CCS.com",119.95
"2023-10-23","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-28","Rainbow Sandals","The Bentley Sandals","Tactics.com",0.0
"2023-10-27","Converse","Fastbreak Pro ","Tactics.com",79.95
"2023-10-10","Lakai","Cambridge ","Tactics.com",76.95
"2023-10-23","Opus","Court Low ","CCS.com",59.95
"2023-10-05","New","Balance 508 Westgate ","CCS.com",79.95
"2023-10-12","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-10-09","DC","x Ben G Truth ","CCS.com",139.95
"2023-10-01","Nike SB","Ishod Wair ","Tactics.com",0.0
"2023-10-16","Vans","Skate Half Cab &#39;92 ","CCS.com",94.95
"2023-10-08","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-19","Nike SB","Ishod Wair ","Tactics.com",0.0
"2023-10-19","New","Balance 440 Hi ","CCS.com",63.0
"2023-10-16","Converse","Louie Lopez Pro Mid ","CCS.com",71.96
"2023-10-17","DC","Metric S x Will ","CCS.com",109.95
"2023-10-16","Nike SB","SB Zoom Blazer Mid ","CCS.com",89.95
"2023-10-18","Reebok","BB 4000 II ","CCS.com",89.95
"2023-10-17","Lakai","Essex ","Tactics.com",74.95
"2023-10-25","Saucony","Shadow 5000 ","CCS.com",129.95
"2023-10-06","Nike SB","Ishod Wair ","Tactics.com",0.0
"2023-10-01","Osiris","D3 Og ","CCS.com",95.95
"2023-10-11","Tactics","Cascadia Puffy Slippers","Tactics.com",0.0
"2023-10-14","Etnies","MC Rap Hi ","Tactics.com",94.95
"2023-10-21","New Balance","Numeric 306 Jamie Foy ","Tactics.com",89.95
"2023-10-12","Adidas","Superstar ADV ","CCS.com",99.95
"2023-10-20","Thirtytwo","The Lounger Slippers","Tactics.com",79.95
"2023-10-17","Last Resort","VM004 - Milic ","Tactics.com",94.95
"2023-10-25","Adidas","Adimatic Mid x Maite ","CCS.com",131.95
"2023-10-04","Converse","Chuck Taylor All Star Pro Mid ","Tactics.com",74.95
"2023-09-30","Adidas","Nora ","Tactics.com",79.95
"2023-10-04","N/A","Previous","Tactics.com",0.0
"2023-10-11","Nike SB","Zoom Blazer Low Pro GT ","Tactics.com",84.95
